DC,KID,LPH,Mass,Prot,Prot_err,Teff,logg,w
1,3748172,1.679,0.5385,1.054,0.003,3989,4.69,0.8113
0,3748458,0.603,0.6872,33.318000000000005,0.519,4360,4.52,0.4173
0,3748728,0.88,0.6311,28.160999999999998,0.077,4221,4.73,0.5501
1,3748918,0.6859999999999999,0.4444,26.683000000000003,0.142,3746,4.78,0.4331
0,3749207,1.6030000000000002,0.5906,7.082000000000001,0.01,4120,4.58,0.7859999999999999
0,3750594,0.961,0.6022,24.465,0.201,4149,4.75,0.6063
0,3751557,0.75,0.5686,33.194,0.177,4065,4.52,0.4719
0,3756034,0.973,0.4448,40.327,0.777,3747,4.7,0.5179
0,3756669,1.226,0.5878,19.02,0.053,4113,4.47,0.6892
1,3757251,1.409,0.40299999999999997,15.767999999999999,0.13699999999999998,3635,4.83,0.7404
0,3757729,1.025,0.648,37.328,0.172,4263,4.65,0.5267
1,3757788,0.7829999999999999,0.4234,26.048000000000002,1.189,3690,4.82,0.4871
1,3758197,0.782,0.4719,22.331,0.19,3818,4.75,0.4707
0,3758610,1.506,0.5658,14.249,0.032,4058,4.69,0.7344
1,3760677,1.141,0.4104,35.736,0.17800000000000002,3655,4.81,0.5932
1,3762903,0.94,0.3497,44.591,0.7390000000000001,3487,4.9,0.5079
1,3765134,0.972,0.3728,41.276,0.569,3552,4.88,0.5287
1,3831534,0.6779999999999999,0.3155,37.226,0.9059999999999999,3388,4.92,0.4589
1,3831911,1.3230000000000002,0.4865,1.838,0.006,3856,4.73,0.6429
0,3832499,1.298,0.6702,13.01,0.023,4318,4.66,0.7017
1,3832957,1.097,0.5259,17.921,0.019,3957,4.72,0.6207
0,3834169,1.25,0.6218,19.71,0.071,4198,4.62,0.6795
1,3835071,0.695,0.5196,37.427,0.7170000000000001,3941,4.72,0.4205
0,3836862,1.6640000000000001,0.6678,8.479,0.028999999999999998,4312,4.49,0.7591
0,3837496,0.929,0.6206,29.939,0.318,4195,4.62,0.5455
1,3837507,0.907,0.4208,29.141,0.201,3683,4.79,0.5815
1,3838294,0.935,0.3586,34.452,0.675,3512,4.9,0.56
1,3839850,0.439,0.5094,43.062,6.4670000000000005,3915,4.71,0.2543
0,3847487,0.9540000000000001,0.6271,30.314,0.174,4211,4.7,0.5477
0,3849447,0.545,0.6279,31.084,0.478,4213,4.73,0.3721
1,3852064,0.514,0.4857,40.282,0.882,3854,4.74,0.3187
0,3852116,1.386,0.6997,3.11,0.003,4391,4.61,0.6747
0,3852447,1.023,0.6836,15.315999999999999,0.017,4351,4.7,0.5720000000000001
0,3853598,1.012,0.6046,14.672,0.015,4155,4.52,0.5665
0,3855009,1.23,0.6247,20.989,0.11199999999999999,4205,4.67,0.6664
0,3859875,0.768,0.6908,27.996,1.994,4369,4.71,0.5124
0,3860761,0.836,0.6868,23.969,0.109,4359,4.63,0.5213
0,3868387,0.69,0.6496,31.236,0.898,4267,4.8,0.4691
1,3868940,0.485,0.5235,43.575,2.225,3951,4.71,0.2775
0,3869879,1.25,0.6223,19.244,0.299,4199,4.46,0.6839
1,3934090,1.185,0.4703,5.821000000000001,0.023,3814,4.74,0.6027
1,3934593,0.541,0.4063,33.144,0.885,3644,4.82,0.3689
1,3935499,1.431,0.4792,5.227,0.006,3837,4.72,0.6959
0,3935803,1.45,0.6521,1.6880000000000002,0.003,4273,4.53,0.6957
1,3935942,0.838,0.3618,37.207,0.18899999999999997,3521,4.84,0.5093
0,3936562,0.633,0.7038,33.995,2.354,4401,4.57,0.4171
1,3938241,1.288,0.4531,16.781,0.057999999999999996,3769,4.83,0.6979
1,3938944,1.1340000000000001,0.5393,31.906,0.19399999999999998,3991,4.68,0.5874
0,3939839,1.2590000000000001,0.6815,16.462,0.047,4346,4.62,0.708
0,3940002,0.925,0.7017,27.088,0.11,4396,4.59,0.5644
0,3940072,0.9420000000000001,0.3625,54.57899999999999,0.769,3523,4.14,0.4746
1,3940372,1.455,0.341,19.64,0.073,3462,4.85,0.7484
1,3941415,0.9890000000000001,0.46299999999999997,26.149,0.191,3795,4.84,0.6159
1,3946894,1.113,0.4115,39.309,0.066,3658,4.81,0.5703
1,3951599,1.0390000000000001,0.4962,18.011,0.076,3881,4.73,0.5875
0,3953725,1.3730000000000002,0.6218,10.74,0.08900000000000001,4198,4.64,0.7203
0,3953916,0.5660000000000001,0.6102,55.567,0.602,4169,4.54,0.2724
1,3954217,0.45399999999999996,0.3858,30.28,0.307,3588,4.87,0.2885
0,3954449,1.1740000000000002,0.6227,11.472000000000001,0.003,4200,4.75,0.6275
0,3954961,1.012,0.6331,13.123,0.039,4226,4.62,0.5579
0,3955183,0.7829999999999999,0.7029,32.906,0.19,4399,4.67,0.4746
1,3955879,0.741,0.4369,32.99,0.6459999999999999,3726,4.82,0.4918
1,3955891,0.9640000000000001,0.3614,33.536,0.07200000000000001,3520,4.94,0.5738
0,3956991,1.22,0.64,19.235,0.043,4243,4.48,0.6811
0,3957214,1.063,0.603,14.905999999999999,0.018000000000000002,4151,4.62,0.5929
1,3957292,0.9,0.4581,33.559,0.285,3782,4.81,0.5306
1,3962433,1.5290000000000001,0.4422,0.638,0.004,3740,4.77,0.7143
0,3962715,0.9179999999999999,0.6086,0.49700000000000005,0.004,4165,4.55,0.4919
0,3964492,0.9640000000000001,0.617,17.174,0.044000000000000004,4186,4.75,0.5537
1,3965229,0.847,0.4004,33.811,0.37200000000000005,3628,4.8,0.528
0,3965861,1.16,0.6989,27.47,0.342,4389,4.69,0.6012
0,3966673,1.3019999999999998,0.6763,13.061,0.027000000000000003,4333,4.66,0.7048
1,3966704,0.978,0.4923,31.635,0.085,3871,4.72,0.5563
1,3968552,1.156,0.5365,22.842,0.28800000000000003,3984,4.72,0.6554
0,3969430,0.5529999999999999,0.6078,30.401,0.415,4163,4.66,0.3744
1,3969563,0.998,0.4707,23.633000000000003,0.071,3815,4.76,0.6012
0,3971772,0.35700000000000004,0.5754,36.964,6.739,4082,4.66,0.2642
0,3973090,0.677,0.5706,40.756,0.504,4070,4.41,0.3898
0,3974567,0.966,0.5428,25.72,0.14400000000000002,4000,4.47,0.6011
1,3974804,0.677,0.3938,33.532,6.367000000000001,3610,4.8,0.4649
0,4035503,1.023,0.5854,14.413,0.12300000000000001,4107,4.57,0.5703
1,4036313,0.8340000000000001,0.3385,37.726,0.319,3455,4.92,0.5099
0,4036520,1.055,0.5778,19.241,0.086,4088,4.46,0.6153
1,4038439,1.133,0.3571,26.84,6.108,3508,4.95,0.6634
0,4040928,1.286,0.6359,26.898000000000003,0.10300000000000001,4233,4.58,0.6329
0,4043389,1.0959999999999999,0.43200000000000005,38.626,0.375,3713,4.38,0.5644
1,4044678,0.889,0.4226,26.162,0.066,3688,4.82,0.5492
0,4045182,0.38,0.6311,38.957,5.341,4221,4.62,0.2564
0,4047900,1.004,0.6876,10.946,0.223,4361,4.88,0.5427
0,4047976,0.593,0.7005,25.558000000000003,1.258,4393,4.75,0.3671
0,4048591,0.7559999999999999,0.6654,20.05,0.272,4306,4.62,0.4477
1,4049158,0.909,0.449,42.527,0.201,3758,4.74,0.4858
0,4055390,0.995,0.5814,18.328,0.035,4097,4.53,0.5766
0,4056422,0.845,0.6022,23.988000000000003,0.405,4149,4.59,0.5291
0,4059277,0.995,0.6472,15.284,0.011000000000000001,4261,4.68,0.5587
1,4060965,0.401,0.3289,40.263000000000005,0.718,3427,4.9,0.29100000000000004
0,4061322,0.86,0.5646,24.901999999999997,0.198,4055,4.58,0.5426
0,4063974,1.119,0.7013,19.04,0.043,4395,4.67,0.6575
0,4065607,1.4240000000000002,0.591,22.011,1.925,4121,4.66,0.6802
0,4065705,1.123,0.6319,1.3630000000000002,0.004,4223,4.65,0.5733
0,4066245,1.432,0.6709999999999999,1.939,0.005,4320,4.63,0.6893
0,4066712,0.5489999999999999,0.684,27.568,0.8029999999999999,4352,4.74,0.3465
1,4067894,1.7630000000000001,0.3054,5.066,0.005,3358,4.97,0.7969
0,4067938,0.486,0.6557,32.777,1.0,4282,4.53,0.3367
1,4068018,0.536,0.4884,39.506,0.36700000000000005,3861,4.71,0.3349
0,4068252,1.305,0.603,21.904,0.309,4151,4.63,0.6679999999999999
1,4068727,1.288,0.4211,32.137,0.345,3684,4.81,0.6378
0,4070633,1.501,0.5858,0.41700000000000004,0.004,4108,4.54,0.7114
1,4074068,1.5430000000000001,0.3543,13.841,0.10300000000000001,3500,4.97,0.7825
0,4076672,0.855,0.6613,30.565,0.264,4296,4.67,0.5186
0,4077460,0.9129999999999999,0.6311,27.285,0.391,4221,4.69,0.5657
0,4078087,0.446,0.5216,30.197,0.452,3946,4.51,0.2889
0,4078175,0.627,0.5075,22.308000000000003,0.39,3910,4.28,0.3789
0,4079165,1.389,0.6674,18.714000000000002,0.091,4311,4.61,0.6883
0,4079437,0.9420000000000001,0.6166,28.712,0.243,4185,4.71,0.5589999999999999
1,4135605,0.631,0.5075,39.611,7.696000000000001,3910,4.72,0.3776
0,4136712,1.054,0.6589,24.593000000000004,0.337,4290,4.67,0.6121
0,4137679,0.7340000000000001,0.5786,21.891,0.05,4090,4.59,0.4474
0,4138564,0.419,0.6251,28.569000000000003,0.8759999999999999,4206,4.61,0.2572
1,4139476,1.298,0.4615,20.590999999999998,0.094,3791,4.78,0.7029
1,4140528,0.612,0.3014,52.676,0.341,3346,5.07,0.3396
0,4142890,1.171,0.361,18.765,0.068,3519,4.09,0.6401
0,4143604,0.45299999999999996,0.6859999999999999,41.718999999999994,0.5720000000000001,4357,4.74,0.2681
0,4143981,0.924,0.5858,34.478,0.122,4108,4.64,0.5159
0,4144094,0.847,0.6452,23.406,0.21899999999999997,4256,4.57,0.5255
0,4144893,1.24,0.6678,17.896,0.013999999999999999,4312,4.54,0.6929
0,4147163,0.767,0.6646,23.883000000000003,0.221,4304,4.41,0.4763
0,4147960,0.55,0.6279,27.831999999999997,0.5539999999999999,4213,4.59,0.3531
0,4148125,1.03,0.511,17.982,0.091,3919,4.5,0.5843
0,4148277,0.732,0.6589,29.785,0.168,4290,4.63,0.4977
0,4149184,0.48100000000000004,0.6803,44.618,2.4330000000000003,4343,4.68,0.2633
0,4155647,0.506,0.6432,48.99100000000001,2.19,4251,4.6,0.2575
0,4156209,1.155,0.6791,13.859000000000002,0.084,4340,4.64,0.6318
0,4158372,1.444,0.589,8.008,0.013000000000000001,4116,4.38,0.7329
1,4159885,0.7559999999999999,0.4692,33.442,0.128,3811,4.77,0.4838
0,4160250,1.111,0.6694,16.235,3.2319999999999998,4316,4.67,0.6254
1,4164310,0.992,0.3483,29.969,0.871,3483,4.87,0.6122
1,4164424,0.7070000000000001,0.4365,39.993,0.6709999999999999,3725,4.78,0.4229
0,4168513,1.052,0.6034,15.155999999999999,0.126,4152,4.55,0.5888
0,4169930,1.692,0.6263,0.409,0.0,4209,4.46,0.8009
0,4172405,1.495,0.6178,11.724,0.013000000000000001,4188,4.51,0.7514
1,4173466,0.7859999999999999,0.3193,38.086,0.7020000000000001,3399,5.06,0.4943
0,4173626,1.251,0.5145,25.483,0.601,3928,4.44,0.6474
0,4173901,0.8490000000000001,0.6283,36.216,0.094,4214,4.57,0.4785
0,4174051,1.1079999999999999,0.6609,24.098000000000003,0.149,4295,4.61,0.623
0,4174461,1.577,0.6259,19.657,0.045,4208,4.56,0.7007
0,4174717,1.472,0.5527,5.926,0.0,4025,4.45,0.7265
0,4175216,1.3319999999999999,0.6476,13.88,0.10400000000000001,4262,4.5,0.7292
0,4175398,1.139,0.4853,31.555999999999997,0.392,3853,4.34,0.5958
1,4175517,0.565,0.361,48.422,1.3259999999999998,3519,4.84,0.3222
0,4175707,1.27,0.4745,0.38799999999999996,0.083,3825,4.33,0.6218
0,4178442,0.978,0.611,14.183,0.022000000000000002,4171,4.54,0.547
0,4179238,0.46299999999999997,0.667,29.288,1.806,4310,4.64,0.2915
0,4179525,1.166,0.4753,20.776999999999997,0.075,3827,4.43,0.6723
1,4181240,0.914,0.3718,28.778000000000002,1.999,3549,4.87,0.5714
1,4181245,1.284,0.3707,19.879,0.083,3546,4.89,0.7003
0,4241333,1.085,0.6459999999999999,16.989,0.045,4258,4.61,0.6171
0,4241801,0.434,0.6706,33.494,1.449,4319,4.61,0.2967
1,4242514,1.252,0.332,31.52,0.585,3436,4.99,0.6566
0,4242806,1.026,0.5870000000000001,21.379,0.11900000000000001,4111,4.55,0.6177
1,4242943,1.264,0.5016,28.698,0.099,3895,4.74,0.6316
0,4243104,0.521,0.5854,43.778999999999996,1.268,4107,4.58,0.2959
1,4243354,0.662,0.4627,39.443000000000005,1.3359999999999999,3794,4.79,0.401
0,4244311,0.763,0.6888,33.327,0.327,4364,4.64,0.4664
0,4244458,1.2429999999999999,0.5894,12.658,0.024,4117,4.55,0.6675
0,4244723,1.123,0.5818,14.37,0.10800000000000001,4098,4.63,0.6187
0,4245790,1.064,0.6315,20.387,0.048,4222,4.61,0.6334
0,4246478,0.633,0.569,37.803000000000004,0.698,4066,4.38,0.3901
0,4246864,0.7440000000000001,0.7017,27.975,0.157,4396,4.7,0.4952
0,4247106,1.063,0.5806,16.1,0.040999999999999995,4095,4.57,0.5987
0,4247444,0.863,0.7017,29.285999999999998,0.19899999999999998,4396,4.57,0.5296
0,4248763,1.3,0.589,1.79,0.009000000000000001,4116,4.52,0.6415
0,4249282,1.173,0.6698,20.455,0.068,4317,4.68,0.6633
0,4249525,1.135,0.6605,10.776,0.011000000000000001,4294,4.81,0.6044
0,4249749,1.661,0.6295,4.252,0.006999999999999999,4217,4.34,0.8017
0,4249928,0.5539999999999999,0.6014,30.363000000000003,0.307,4147,4.46,0.375
1,4253385,0.8909999999999999,0.3833,38.976,0.191,3581,4.86,0.5112
0,4253705,0.765,0.6239,27.066999999999997,0.051,4203,4.59,0.5016
0,4253804,1.538,0.611,12.293,0.02,4171,4.52,0.7442
1,4254223,1.018,0.5114,31.149,0.257,3920,4.74,0.5674
0,4254317,0.732,0.5662,39.739000000000004,0.27399999999999997,4059,4.63,0.4188
1,4255219,1.05,0.5044,18.532,0.054000000000000006,3902,4.73,0.5975
1,4255379,1.2990000000000002,0.5133,14.442,0.021,3925,4.72,0.6974
1,4264634,1.439,0.5196,12.425999999999998,0.006,3941,4.71,0.7587
0,4265143,0.809,0.6042,30.976999999999997,0.14800000000000002,4154,4.41,0.507
0,4265713,0.425,0.7009,32.042,0.743,4394,4.64,0.2773
1,4265815,0.9590000000000001,0.3575,40.903,0.223,3509,4.89,0.5294
1,4269448,0.6709999999999999,0.5373,28.803,0.165,3986,4.68,0.446
0,4271485,0.9790000000000001,0.5353,31.439,0.3,3981,4.48,0.5538
1,4273882,1.207,0.5071,15.050999999999998,0.028999999999999998,3909,4.76,0.6538
0,4274461,0.48200000000000004,0.6472,28.886999999999997,2.74,4261,4.45,0.3064
1,4275230,1.3419999999999999,0.4981,24.383000000000003,0.244,3886,4.72,0.6663
0,4275254,1.42,0.5227,15.144,0.033,3949,4.54,0.7367
0,4275360,0.602,0.6198,19.054000000000002,0.354,4193,4.49,0.3535
1,4275681,0.9309999999999999,0.3639,26.378,0.601,3527,4.88,0.5643
0,4275867,1.242,0.6694,20.730999999999998,0.205,4316,4.57,0.664
0,4277623,0.69,0.3953,47.672,0.287,3614,4.25,0.38299999999999995
1,4279048,0.713,0.4769,36.295,0.428,3831,4.74,0.4416
0,4279354,1.217,0.6114,18.212,0.08900000000000001,4172,4.52,0.6951
1,4280515,0.924,0.5192,26.954,0.20199999999999999,3940,4.72,0.5836
1,4281425,1.04,0.4657,15.899000000000001,0.131,3802,4.75,0.5749
0,4282716,1.6219999999999999,0.6319,11.867,0.019,4223,4.61,0.7413
0,4283417,1.449,0.5401,13.412,0.04,3993,4.52,0.7488
1,4283965,1.255,0.365,32.857,0.514,3530,4.9,0.6418
0,4284371,1.181,0.6371,12.867,0.027999999999999997,4236,4.5,0.6388
0,4345222,0.919,0.6666,15.235,0.09699999999999999,4309,4.64,0.5184
0,4345276,0.634,0.6488,35.56,0.5529999999999999,4265,4.76,0.4051
1,4346765,0.69,0.3646,39.086999999999996,1.0170000000000001,3529,4.9,0.4388
1,4346809,0.715,0.3008,48.324,0.1,3344,4.98,0.4102
0,4349043,1.6159999999999999,0.6803,2.648,0.003,4343,4.44,0.7795
1,4349469,1.338,0.3818,28.105,0.17,3577,4.87,0.6752
1,4349785,0.726,0.4223,23.888,0.19899999999999998,3687,4.87,0.4431
0,4349935,0.6940000000000001,0.6622,34.313,1.574,4298,4.55,0.4375
0,4350046,0.7340000000000001,0.6291,2.975,0.019,4216,4.54,0.4077
0,4350158,0.978,0.6323,19.838,0.055999999999999994,4224,4.53,0.5781
0,4351296,0.585,0.642,31.258000000000003,0.696,4248,4.67,0.4048
0,4351367,1.337,0.5834,11.321,0.431,4102,4.45,0.7037
0,4351676,0.9990000000000001,0.6989,19.575,0.066,4389,4.81,0.5878
0,4354858,1.4580000000000002,0.6815,12.807,0.027000000000000003,4346,4.66,0.7362
1,4355120,0.904,0.37,42.958999999999996,0.135,3544,4.87,0.4983
1,4355503,1.493,0.3826,5.454,0.005,3579,4.87,0.7163
1,4356597,1.22,0.4892,26.145,0.11,3863,4.79,0.6425
1,4357520,1.3940000000000001,0.4429,17.096,0.387,3742,4.74,0.7413
0,4359244,0.9359999999999999,0.5798,20.234,0.059000000000000004,4093,4.91,0.5559
0,4359838,0.86,0.6884,27.27,0.221,4363,4.67,0.5529
1,4367215,0.9109999999999999,0.5161,25.65,0.106,3932,4.71,0.5754
0,4370481,1.186,0.6872,13.55,0.064,4360,4.61,0.6455
1,4370853,0.9670000000000001,0.4873,33.527,0.171,3858,4.77,0.5418
0,4370970,0.67,0.4082,36.662,0.374,3649,4.25,0.4391
1,4378621,1.42,0.3804,17.797,0.105,3573,4.86,0.7532
1,4381324,0.8540000000000001,0.3596,19.944000000000003,1.671,3515,4.94,0.4964
0,4381741,0.9059999999999999,0.4981,35.085,0.11199999999999999,3886,4.3,0.5122
0,4381911,0.46799999999999997,0.6227,39.684,1.112,4200,4.43,0.2957
0,4382579,0.6859999999999999,0.6392,40.336,4.485,4241,4.46,0.3918
0,4383096,0.946,0.5794,31.491999999999997,0.877,4092,4.55,0.5417
0,4383248,1.504,0.4826,22.149,0.205,3846,4.59,0.6940000000000001
1,4383431,1.069,0.531,15.825,0.057,3970,4.7,0.5941
0,4384167,1.101,0.5583,14.147,0.057999999999999996,4039,4.48,0.6039
1,4386137,0.439,0.3586,19.611,0.2,3512,4.94,0.2517
0,4386313,1.06,0.5141,16.944000000000003,0.044000000000000004,3927,4.57,0.5938
0,4386382,0.882,0.6609,14.161,0.46799999999999997,4295,4.62,0.4956
0,4387448,0.821,0.5114,19.608,0.789,3920,4.63,0.4821
0,4443484,0.943,0.5870000000000001,20.213,0.069,4111,4.42,0.5604
1,4443489,0.755,0.5129,14.366,0.10400000000000001,3924,4.74,0.4304
0,4446004,0.847,0.6654,13.09,0.043,4306,4.56,0.4742
0,4447240,0.945,0.6239,21.991,0.11900000000000001,4203,4.66,0.575
0,4449377,0.504,0.6537,38.262,4.934,4277,4.54,0.3253
0,4450799,1.214,0.6722,16.871,0.225,4323,4.39,0.6917
0,4451434,0.624,0.7021,31.116999999999997,0.8690000000000001,4397,4.49,0.4355
0,4451916,0.647,0.6868,44.59,1.386,4359,4.66,0.3482
0,4455167,1.4969999999999999,0.6706,11.91,0.028999999999999998,4319,4.71,0.7434
0,4455561,1.117,0.6892,14.847999999999999,0.652,4365,4.62,0.6183
0,4455709,1.3019999999999998,0.6856,11.982000000000001,0.013999999999999999,4356,4.58,0.6951
0,4456286,0.493,0.6198,14.305,0.073,4193,4.6,0.2757
0,4456519,1.2890000000000001,0.6166,15.925,0.019,4185,4.76,0.7196
0,4456788,0.9,0.5814,20.317,0.562,4097,4.67,0.536
0,4457582,1.294,0.5898,24.894000000000002,0.111,4118,4.57,0.6497
0,4457606,1.001,0.6066,24.131,0.11,4160,4.63,0.6149
1,4458155,1.386,0.321,16.526,0.086,3404,5.08,0.7167
0,4466333,0.6729999999999999,0.6706,26.653000000000002,0.198,4319,4.73,0.4318
0,4466498,1.237,0.65,12.470999999999998,0.012,4268,4.69,0.6643
0,4471619,1.18,0.6557,12.878,0.040999999999999995,4282,4.71,0.638
1,4471741,0.728,0.4908,40.08,0.782,3867,4.72,0.4181
0,4471819,1.464,0.5302,14.923,0.035,3968,4.62,0.7348
0,4471850,1.0590000000000002,0.6933,25.9,0.159,4375,4.85,0.5966
0,4472239,1.022,0.585,20.458,0.485,4106,4.64,0.607
1,4473355,1.811,0.49700000000000005,0.204,0.0,3883,4.73,0.8368
1,4473475,0.958,0.33299999999999996,37.891999999999996,1.055,3439,4.93,0.5505
0,4473525,0.604,0.6601,25.293000000000003,0.381,4293,4.82,0.3751
0,4474200,0.518,0.6259,37.053000000000004,0.6559999999999999,4208,4.67,0.344
1,4474292,0.877,0.4904,17.222,0.031,3866,4.71,0.5011
1,4476546,0.794,0.3018,42.852,4.323,3347,4.96,0.4719
0,4477735,0.41700000000000004,0.667,38.844,5.712000000000001,4310,4.64,0.2772
0,4479073,1.189,0.6295,10.796,0.057999999999999996,4217,4.77,0.6307
0,4480250,0.897,0.5575,27.504,0.21899999999999997,4037,4.4,0.5673
0,4480475,1.013,0.6038,28.342,0.31,4153,4.58,0.5781
0,4480783,1.344,0.5678,11.329,0.006,4063,4.48,0.7051
1,4482203,0.446,0.4448,39.584,0.975,3747,4.74,0.298
0,4483841,1.214,0.4145,33.763000000000005,0.319,3666,4.36,0.6176
0,4484814,0.893,0.6078,24.877,0.076,4163,4.31,0.5678
1,4488006,0.955,0.2998,28.403000000000002,0.306,3341,4.97,0.5785
1,4489051,1.01,0.3811,33.792,0.159,3575,4.85,0.579
0,4489414,0.774,0.4357,36.272,0.469,3723,4.41,0.4753
1,4540508,1.055,0.4391,21.996,0.06,3732,4.74,0.6137
1,4543236,0.45899999999999996,0.3696,45.898,0.309,3543,4.88,0.2746
0,4543619,0.825,0.6459999999999999,30.654,0.309,4258,4.69,0.5116
1,4544623,1.331,0.4008,3.5060000000000002,0.003,3629,4.84,0.6504
1,4544783,0.648,0.3292,46.464,0.266,3428,4.96,0.3818
0,4545145,1.2590000000000001,0.6243,24.315,0.04,4204,4.66,0.6445
0,4545410,1.074,0.6158,22.878,0.18100000000000002,4183,4.47,0.636
1,4545964,0.5489999999999999,0.4989,16.708,0.11599999999999999,3888,4.73,0.3146
1,4546642,1.085,0.5106,17.416,0.059000000000000004,3918,4.73,0.609
1,4547380,1.186,0.5353,29.544,0.11699999999999999,3981,4.7,0.6109
1,4547416,1.238,0.5416,15.347999999999999,0.059000000000000004,3997,4.7,0.6775
0,4548647,0.912,0.5726,17.827,0.40299999999999997,4075,4.39,0.5286
0,4551390,0.604,0.5766,44.577,0.94,4085,4.57,0.335
1,4551429,0.912,0.3689,35.422,0.273,3541,4.87,0.5438
0,4552478,0.759,0.5794,26.128,0.519,4092,4.51,0.489
1,4553205,1.069,0.3031,41.398,0.547,3351,4.96,0.5722
0,4553286,1.143,0.6271,18.358,0.01,4211,4.37,0.6613
0,4553972,1.005,0.6618,22.003,0.05,4297,4.69,0.614
0,4554031,1.094,0.6086,20.207,0.049,4165,4.51,0.6487
1,4554367,1.254,0.5231,16.493,0.047,3950,4.72,0.6923
0,4557336,1.021,0.6832,17.392,0.027999999999999997,4350,4.83,0.5837
0,4557653,0.556,0.6799,36.034,3.2460000000000004,4342,4.48,0.3691
1,4562228,0.863,0.5008,19.338,0.063,3893,4.74,0.5031
1,4562244,0.816,0.5326,19.968,0.8490000000000001,3974,4.72,0.4828
0,4566051,1.082,0.6856,20.993000000000002,0.38299999999999995,4356,4.5,0.6527
1,4566277,1.263,0.5282,26.149,0.18600000000000003,3963,4.72,0.6435
0,4567431,0.9840000000000001,0.5874,21.046,0.151,4112,4.65,0.5903
0,4569063,0.517,0.621,40.193000000000005,4.6,4196,4.61,0.3163
1,4569115,0.966,0.4178,19.24,1.247,3675,4.82,0.5518
0,4569334,0.655,0.6763,28.883000000000003,0.536,4333,4.6,0.4365
0,4569690,0.425,0.7042,33.553000000000004,0.785,4402,4.61,0.2904
0,4570311,0.419,0.6122,32.466,1.879,4174,4.43,0.2813
0,4570633,1.2209999999999999,0.5842,12.25,0.051,4104,4.68,0.6538
1,4571091,0.872,0.4074,19.54,0.221,3647,4.78,0.5057
0,4574081,0.75,0.6404,28.128,0.382,4244,4.66,0.5007
0,4574202,1.0490000000000002,0.5670000000000001,14.706,0.08199999999999999,4061,4.61,0.5827
0,4574211,0.924,0.5994,33.834,0.515,4142,4.58,0.5188
0,4574656,0.40299999999999997,0.6787,37.468,2.454,4339,4.58,0.287
0,4576686,0.6,0.6981,31.529,3.451,4387,4.71,0.4187
0,4576715,0.461,0.6513,41.032,0.973,4271,4.53,0.2797
0,4577094,1.5630000000000002,0.6666,9.844,0.016,4309,4.58,0.7575
0,4577963,1.288,0.6363,23.773000000000003,0.209,4234,4.43,0.65
0,4579228,0.415,0.5106,41.477,0.638,3918,4.45,0.2522
0,4579434,0.5589999999999999,0.5587,43.681999999999995,3.463,4040,4.36,0.3163
1,4581344,0.945,0.4803,18.862000000000002,0.19,3840,4.72,0.5427
0,4581413,1.089,0.6432,10.92,0.016,4251,4.39,0.5849
0,4585515,1.161,0.6432,18.715999999999998,0.10400000000000001,4251,4.52,0.6769
0,4586745,0.46,0.688,26.06,0.309,4362,4.55,0.2714
1,4633585,0.405,0.4558,37.174,1.337,3776,4.77,0.2977
0,4636485,1.104,0.5886,11.573,0.315,4115,4.39,0.5961
0,4636938,1.347,0.5914,0.48,0.004,4122,4.45,0.655
0,4637644,0.965,0.6239,29.215,2.164,4203,4.66,0.5592
1,4639615,0.85,0.4482,27.488000000000003,0.595,3756,4.81,0.5401
1,4640084,0.747,0.5172,31.464000000000002,0.21600000000000003,3935,4.7,0.4917
0,4641091,1.27,0.6799,21.405,0.073,4342,4.68,0.659
1,4641097,0.848,0.3578,29.014,2.13,3510,4.89,0.5336
0,4641447,0.498,0.6577,42.352,5.9879999999999995,4287,4.6,0.2887
0,4644174,1.569,0.5515,11.860999999999999,0.01,4022,4.55,0.7497
1,4645733,1.31,0.4554,15.687999999999999,0.052000000000000005,3775,4.77,0.7012
0,4646578,1.1320000000000001,0.6876,28.627,0.379,4361,4.61,0.59
1,4647381,1.021,0.504,29.89,0.787,3901,4.72,0.5779
1,4648234,1.361,0.4373,15.774000000000001,0.028999999999999998,3727,4.78,0.7238
0,4649625,0.491,0.6722,32.275,6.178,4323,4.68,0.3352
0,4651014,1.093,0.7005,13.324000000000002,0.016,4393,4.64,0.5958
1,4651273,1.1640000000000001,0.4993,16.645,0.07400000000000001,3889,4.72,0.6424
0,4655612,0.473,0.5169,42.492,2.15,3934,4.75,0.2776
0,4658549,1.0959999999999999,0.6259,11.517000000000001,0.069,4208,4.58,0.5914
0,4659530,0.978,0.6468,17.834,0.057,4260,4.57,0.5639
0,4660242,1.165,0.6985,18.615,0.095,4388,4.58,0.6825
1,4660255,1.54,0.5102,1.195,0.005,3917,4.7,0.7256
0,4661213,0.956,0.7009,27.894000000000002,0.794,4394,4.82,0.5615
1,4662431,1.361,0.3675,14.832,0.159,3537,4.92,0.7041
